ticker,company,price,marketCap,need,r1_score,reason
POELF,"The Navigator Company, S.A.",3.6,2560258816.0,infrastructure,32,"R1: need alignment below threshold (score 12/30, need=infrastructure)"
NMPRY,Navios Maritime Holdings Inc.,6.1,139241344.0,transport,33,"R1: need alignment below threshold (score 18/30, need=transport)"
NMM,Navios Maritime Partners L.P.,90.44,2570722816.0,transport,38,"R1: need alignment below threshold (score 18/30, need=transport)"
NVPTF,"Navitas Petroleum, Limited Partnership",40.495,4854539264.0,energy,28,"R1: need alignment below threshold (score 8/30, need=energy)"
NBBK,NB Bancorp Inc. Common Stock,22.43,982848731.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
NBTB,NBT Bancorp Inc. Common Stock,51.39,2670227535.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
NCNO,nCino Inc. Common Stock,20.81,2279796992.0,software,32,"R1: need alignment below threshold (score 12/30, need=software)"
NATL,NCR Atleos Corporation Common Stock,46.4,3428817738.0,services,25,"R1: need alignment below threshold (score 5/30, need=services)"
VYX,NCR Voyix Corporation Common Stock,8.13,1122508271.0,services,23,"R1: need alignment below threshold (score 5/30, need=services)"
NCSM,NCS Multistage Holdings Inc. Common Stock,48.65,127683044.0,energy,25,"R1: need alignment below threshold (score 10/30, need=energy)"
NBIS,Nebius Group N.V. Class A Ordinary Shares,221.97,60343705600.0,media,24,"R1: need alignment below threshold (score 4/30, need=media)"
NIPNF,NEC Corporation,26.77,35506229248.0,software:food,39,"R1: need alignment below threshold (score 19/30, need=software:food)"
NDDLF,Nedap N.V.,71.21,470744096.0,software:health,33,"R1: need alignment below threshold (score 18/30, need=software:health)"
NDBKY,Nedbank Group Limited,18.83,8630438912.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
NNRHF,"Neinor Homes, S.A.",16.01,1550789504.0,shelter,36,"R1: need alignment below threshold (score 18/30, need=shelter)"
NNI,Nelnet Inc. Common Stock,128.76,4606960437.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
NCI,Neo-Concept International Group Holdings Limited Class A Ordinary Shares,13.55,32036021.0,clothing,16,"R1: need alignment below threshold (score 7/30, need=clothing)"
NEOJF,NEOJAPAN Inc.,10.355,145155072.0,software,27,"R1: need alignment below threshold (score 12/30, need=software)"
NSLRL,Neostellar Capital Corp. 6.00% Notes due 2026,25.2861,669404539.0,finance,22,"R1: need alignment below threshold (score 4/30, need=finance)"
NSLR,Neostellar Capital Corp. Common Stock,10.29,272409454.0,finance,19,"R1: need alignment below threshold (score 4/30, need=finance)"
NP,Neptune Insurance Holdings Inc. Class A Common Stock,34.43,4724935289.0,finance,26,"R1: need alignment below threshold (score 6/30, need=finance)"
NRDS,NerdWallet Inc. Class A Common Stock,10.12,646902528.0,media,22,"R1: need alignment below threshold (score 4/30, need=media)"
NRDY,Nerdy Inc. Class A Common Stock,10.33,131955348.0,services,21,"R1: need alignment below threshold (score 6/30, need=services)"
NTOIY,Neste Oyj,18.42,28303534080.0,energy,28,"R1: need alignment below threshold (score 8/30, need=energy)"
NLOP,Net Lease Office Properties Common Shares of Beneficial Interest,11.61,171991411.0,shelter,23,"R1: need alignment below threshold (score 8/30, need=shelter)"
NTCYF,Netcompany Group A/S,48.4001,2149878016.0,software:transport,38,"R1: need alignment below threshold (score 18/30, need=software:transport)"
NETTF,"NetEase, Inc.",24.9,79711150080.0,discretionary,22,"R1: need alignment below threshold (score 2/30, need=discretionary)"
NTES,NetEase Inc. American Depositary Shares,128.8,82464227328.0,discretionary,22,"R1: need alignment below threshold (score 2/30, need=discretionary)"
NFLX,Netflix Inc. Common Stock,82.23,342400759557.0,discretionary,24,"R1: need alignment below threshold (score 4/30, need=discretionary)"
NETLF,NetLink NBN Trust,0.769,2996770560.0,infrastructure,34,"R1: need alignment below threshold (score 14/30, need=infrastructure)"
NLST,NETLIST INC,5.03,1758403200.0,y-unmapped,26,"R1: need alignment below threshold (score 8/30, need=y-unmapped)"
NTCT,NetScout Systems Inc. Common Stock,38.06,2767240448.0,software:infrastructure,36,"R1: need alignment below threshold (score 16/30, need=software:infrastructure)"
NTSK,Netskope Inc. Class A Common Stock,13.5,5452969472.0,software:infrastructure,36,"R1: need alignment below threshold (score 16/30, need=software:infrastructure)"
NTWK,NetSol Technologies Inc. Common  Stock,4.05,48099480.0,software,21,"R1: need alignment below threshold (score 12/30, need=software)"
NTST,NetSTREIT Corp. Common Stock,20.61,2092492039.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
NTIP,Network-1 Technologies Inc. Common Stock,1.55,35437928.0,software:infrastructure,23,"R1: need alignment below threshold (score 14/30, need=software:infrastructure)"
LIME,Neutron Holdings Inc. Common Stock,42.39,2714059264.0,services,28,"R1: need alignment below threshold (score 8/30, need=services)"
NGLD,Nevada Canyon Gold Corp.,0.385,11008431.0,materials,8,"R1: need alignment below threshold (score 3/30, need=materials)"
NKGFF,Nevada King Gold Corp.,0.653,65539592.0,materials,20,"R1: need alignment below threshold (score 8/30, need=materials)"
NCAUF,Newcore Gold Ltd.,0.2449,76579168.0,materials,15,"R1: need alignment below threshold (score 3/30, need=materials)"
NEGG,Newegg Commerce Inc. Common Shares,17.59,368922511.0,retail,19,"R1: need alignment below threshold (score 4/30, need=retail)"
NWL,Newell Brands Inc. Common Stock,5.93,2525587000.0,infrastructure,30,"R1: need alignment below threshold (score 10/30, need=infrastructure)"
NJR,NewJersey Resources Corporation Common Stock,53.81,5459990174.0,energy,32,"R1: need alignment below threshold (score 12/30, need=energy)"
NLCP,"NewLake Capital Partners, Inc.",15.78,330403936.0,finance,19,"R1: need alignment below threshold (score 4/30, need=finance)"
NMRK,Newmark Group Inc. Class A Common Stock,16.0,2899658032.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
NEU,NewMarket Corp Common Stock,930.72,8559278992.0,infrastructure,32,"R1: need alignment below threshold (score 12/30, need=infrastructure)"
NEM,Newmont Corporation,135.14,142395973503.0,materials,23,"R1: need alignment below threshold (score 3/30, need=materials)"
NRWRF,NewRiver REIT plc,1.02,439290208.0,finance,19,"R1: need alignment below threshold (score 4/30, need=finance)"
NWSA,News Corporation Class A Common Stock,30.92,16729347567.0,media,23,"R1: need alignment below threshold (score 3/30, need=media)"
NMAX,Newsmax Inc. Class B Common Stock,10.91,1409142637.0,media,20,"R1: need alignment below threshold (score 2/30, need=media)"
NEWTI,NewtekOne Inc. 8.00% Fixed Rate Senior Notes due 2028,25.68,675945159.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
NEWTG,NewtekOne Inc. 8.50% Fixed Rate Senior Notes due 2029,25.69,676208378.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
NEWT,NewtekOne Inc. Common Stock,12.45,359614901.0,finance,20,"R1: need alignment below threshold (score 5/30, need=finance)"
NEWTP,NewtekOne Inc. Depositary Shares Non-Cumulative Perpetual Preferred Stock Series B,24.85,717785565.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
NEXA,Nexa Resources S.A. Common Shares,15.82,2095184980.0,materials,28,"R1: need alignment below threshold (score 8/30, need=materials)"
NXE,Nexgen Energy Ltd. Common Shares,11.21,7516373392.0,materials,28,"R1: need alignment below threshold (score 8/30, need=materials)"
NEGXF,NexgenRx Inc.,0.325,24366164.0,unknown,13,"R1: need alignment below threshold (score 8/30, need=unknown)"
NEXXY,Nexi S.p.A.,4.83,5673901056.0,software,32,"R1: need alignment below threshold (score 12/30, need=software)"
NNXXY,Nexity SA,1.82,506554048.0,shelter,26,"R1: need alignment below threshold (score 8/30, need=shelter)"
NEXM,NexMetals Mining Corp. Common Shares,2.65,94467635.0,materials,20,"R1: need alignment below threshold (score 8/30, need=materials)"
NEXOY,"NEXON Co., Ltd.",19.58,15250421760.0,discretionary,22,"R1: need alignment below threshold (score 2/30, need=discretionary)"
NXDT,NexPoint Diversified Real Estate Trust Common Stock,5.61,297924811.0,shelter,23,"R1: need alignment below threshold (score 8/30, need=shelter)"
NREF,NexPoint Real Estate Finance Inc. Common Stock,17.35,327013303.0,shelter,23,"R1: need alignment below threshold (score 8/30, need=shelter)"
NXRT,NexPoint Residential Trust Inc. Common Stock,24.44,624437430.0,shelter,26,"R1: need alignment below threshold (score 8/30, need=shelter)"
NXST,Nexstar Media Group Inc. Common Stock,189.39,5834784126.0,media,22,"R1: need alignment below threshold (score 2/30, need=media)"
NXGPF,NEXT plc,205.01,23402311680.0,clothing,25,"R1: need alignment below threshold (score 5/30, need=clothing)"
NXFNF,Next 15 Group plc,4.22,431824320.0,media,17,"R1: need alignment below threshold (score 2/30, need=media)"
NEXD,Next Dynamics Inc.,0.1592,29913680.0,transport,17,"R1: need alignment below threshold (score 8/30, need=transport)"
NXTN,"Next10, Inc.",0.62,123229096.0,transport,33,"R1: need alignment below threshold (score 18/30, need=transport)"
NXAGF,"NEXTAGE Co., Ltd.",23.11,1811640064.0,transport,26,"R1: need alignment below threshold (score 8/30, need=transport)"
NXB,NextBoat Inc. Common Stcok,2.08,52297222.0,transport,28,"R1: need alignment below threshold (score 16/30, need=transport)"
NXDCF,NEXTDC Limited,10.0,7604163072.0,software:shelter,38,"R1: need alignment below threshold (score 18/30, need=software:shelter)"
NEXT,NextDecade Corporation Common Stock,7.47,1988405185.0,energy,26,"R1: need alignment below threshold (score 8/30, need=energy)"
NXDR,Nextdoor Holdings Inc. Class A Common Stock,2.39,924567744.0,media,22,"R1: need alignment below threshold (score 4/30, need=media)"
NEXCF,Nextech3D.AI Corp.,0.0789,18672536.0,software,12,"R1: need alignment below threshold (score 12/30, need=software)"
NXXT,NextNRG Inc. Common Stock,0.2276,38267173.0,transport,17,"R1: need alignment below threshold (score 8/30, need=transport)"
NTRP,NextTrip Inc. Common Stock,1.22,18405043.0,transport,23,"R1: need alignment below threshold (score 18/30, need=transport)"
NXSNF,"NextVision Stabilized Systems, Ltd.",76.0,7033409024.0,software:infrastructure,36,"R1: need alignment below threshold (score 16/30, need=software:infrastructure)"
EFRTF,Nexus Industrial REIT,5.69,694231232.0,infrastructure,33,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
NEXN,Nexxen International Ltd. Ordinary Shares,10.17,579196096.0,media,20,"R1: need alignment below threshold (score 2/30, need=media)"
NGELF,NGE Capital Limited,0.6288,21147306.0,finance,9,"R1: need alignment below threshold (score 4/30, need=finance)"
NGXXF,NGEx Minerals Ltd.,21.41,4642946560.0,materials,28,"R1: need alignment below threshold (score 8/30, need=materials)"
NODK,NI Holdings Inc. Common Stock,15.34,313008451.0,finance,21,"R1: need alignment below threshold (score 6/30, need=finance)"
NDRBF,NIBE Industrier AB (publ),4.32,9410259968.0,infrastructure,35,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
NCSYF,NICE Ltd.,99.3,5818700800.0,software,32,"R1: need alignment below threshold (score 12/30, need=software)"
NICE,NICE Ltd American Depositary Shares,100.43,5884915712.0,software,32,"R1: need alignment below threshold (score 12/30, need=software)"
NICFF,Nichias Corporation,22.125,4158386944.0,conglomerate,32,"R1: need alignment below threshold (score 12/30, need=conglomerate)"
CONXF,Nickel 28 Capital Corp.,0.82,70566920.0,finance,16,"R1: need alignment below threshold (score 4/30, need=finance)"
NCKAF,Nickel Asia Corporation,0.07875,1097076096.0,materials,20,"R1: need alignment below threshold (score 8/30, need=materials)"
NICMF,Nickel Industries Limited,0.62395,2709150976.0,infrastructure,35,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
NICM,Nicola Mining Inc. American Depositary Shares,6.6,126239137.0,materials,23,"R1: need alignment below threshold (score 8/30, need=materials)"
NIC,Nicolet Bankshares Inc. Common Stock,171.12,3586249625.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
NHMAF,Nihon M&A Center Holdings Inc.,4.2552,1349142272.0,finance,21,"R1: need alignment below threshold (score 3/30, need=finance)"
NHPCF,"Nihon Parkerizing Co., Ltd.",9.6,1011363328.0,infrastructure,34,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
NKE,Nike Inc. Common Stock,39.48,58568528794.0,clothing,27,"R1: need alignment below threshold (score 7/30, need=clothing)"
NINOY,Nikon Corporation,12.65,4167121920.0,discretionary,24,"R1: need alignment below threshold (score 4/30, need=discretionary)"
NDGPY,Nine Dragons Paper (Holdings) Limited,18.5,4340304384.0,infrastructure,32,"R1: need alignment below threshold (score 12/30, need=infrastructure)"
NINE,Nine Energy Service Inc. Common Stock,10.56,147311894.0,energy,25,"R1: need alignment below threshold (score 10/30, need=energy)"
NNMTF,Nine Entertainment Co. Holdings Limited,0.66959,1061810496.0,discretionary,22,"R1: need alignment below threshold (score 4/30, need=discretionary)"
NINTF,Ninety One Group,2.6,2491912960.0,finance,22,"R1: need alignment below threshold (score 2/30, need=finance)"
NTDOY,"Nintendo Co., Ltd.",13.86,63915290624.0,discretionary,22,"R1: need alignment below threshold (score 2/30, need=discretionary)"
NB,NioCorp Developments Ltd. Common Stock,4.47,650774105.0,materials,26,"R1: need alignment below threshold (score 8/30, need=materials)"
NIPG,NIP Group Inc. American Depositary Shares,17.06,145378257.0,discretionary,18,"R1: need alignment below threshold (score 3/30, need=discretionary)"
NBFJF,Nippon Building Fund Inc.,842.924,7430374912.0,shelter,38,"R1: need alignment below threshold (score 18/30, need=shelter)"
NCRBF,"Nippon Carbon Co., Ltd.",27.63,294829568.0,infrastructure,31,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
NYLPF,"Nippon Care Supply Co., Ltd.",14.67,227982400.0,services,23,"R1: need alignment below threshold (score 8/30, need=services)"
NPNGY,"Nippon Gas Co., Ltd.",8.67,1847383040.0,energy,36,"R1: need alignment below threshold (score 18/30, need=energy)"
NPKYY,"Nippon Kayaku Co., Ltd.",13.9,2047384960.0,infrastructure,32,"R1: need alignment below threshold (score 12/30, need=infrastructure)"
NPPHY,"Nippon Paint Holdings Co., Ltd.",4.11,19065966592.0,infrastructure,36,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
NIJPF,"Nippon Paper Industries Co., Ltd.",7.1,818690368.0,infrastructure,33,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
NPONF,"Nippon Prologis REIT, Inc.",532.49,4467115520.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
TYNPF,Nippon Sanso Holdings Corporation,38.8,16794707968.0,infrastructure,32,"R1: need alignment below threshold (score 12/30, need=infrastructure)"
NSHKF,"Nippon Shokubai Co., Ltd.",12.82,1894483328.0,infrastructure,30,"R1: need alignment below threshold (score 12/30, need=infrastructure)"
NPSCY,Nippon Steel Corporation,4.29,22420799488.0,shelter,38,"R1: need alignment below threshold (score 18/30, need=shelter)"
NTTYY,NIPPON TELEGRAPH & TELEPHONE CORP,26.71,86757294080.0,infrastructure,34,"R1: need alignment below threshold (score 14/30, need=infrastructure)"
NPTVF,"Nippon Television Holdings, Inc.",18.155,4426414592.0,media,22,"R1: need alignment below threshold (score 2/30, need=media)"
NPNYY,Nippon Yusen Kabushiki Kaisha,8.94,18038958080.0,transport,36,"R1: need alignment below threshold (score 16/30, need=transport)"
NPRRF,Nipro Corporation,9.96,1624433920.0,unknown,26,"R1: need alignment below threshold (score 8/30, need=unknown)"
NIQ,NIQ Global Intelligence plc Ordinary Shares,19.24,5674950656.0,software,30,"R1: need alignment below threshold (score 10/30, need=software)"
NNRDF,"Nishi-Nippon Railroad Co., Ltd.",15.0,1133110016.0,transport,36,"R1: need alignment below threshold (score 18/30, need=transport)"
NNCHY,Nissan Chemical Corporation,48.7025,6496827392.0,infrastructure,35,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
NSANF,"Nissan Motor Co., Ltd.",2.25,7866860544.0,transport,38,"R1: need alignment below threshold (score 18/30, need=transport)"
NSHBY,Nisshinbo Holdings Inc.,31.35,2448899328.0,conglomerate,32,"R1: need alignment below threshold (score 12/30, need=conglomerate)"
NCLTY,"Nitori Holdings Co., Ltd.",9.7,10962117632.0,shelter,30,"R1: need alignment below threshold (score 10/30, need=shelter)"
NBCLF,"Nitto Boseki Co., Ltd.",20.0,3640512000.0,clothing,28,"R1: need alignment below threshold (score 8/30, need=clothing)"
NDEKY,Nitto Denko Corporation,21.2,14024305664.0,infrastructure,36,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
NIXX,Nixxy Inc. Common Stock,0.7057,20400968.0,software,15,"R1: need alignment below threshold (score 10/30, need=software)"
NL,NLI Holdings Inc. Common Stock,6.53,319308733.0,infrastructure,27,"R1: need alignment below threshold (score 12/30, need=infrastructure)"
NMIH,NMI Holdings Inc. Common Stock,45.31,3408120829.0,finance,26,"R1: need alignment below threshold (score 6/30, need=finance)"
NNGPF,NN Group N.V.,92.38,24022345728.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
NNN,NNN REIT Inc. Common Stock,46.12,8851876168.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
NLIBF,NOA Lithium Brines Inc.,0.1454,41137052.0,materials,17,"R1: need alignment below threshold (score 8/30, need=materials)"
NOAH,Noah Holdings Limited American Depositary Shares,8.77,588043032.0,finance,20,"R1: need alignment below threshold (score 2/30, need=finance)"
NBIAY,Nobia AB (publ),8.13,246221184.0,shelter,25,"R1: need alignment below threshold (score 10/30, need=shelter)"
NOBH,NOBILITY HOMES INC,29.0,91456288.0,shelter,30,"R1: need alignment below threshold (score 18/30, need=shelter)"
NE,Noble Corporation plc A Ordinary Shares,45.86,7321192117.0,energy,28,"R1: need alignment below threshold (score 8/30, need=energy)"
NROM,NOBLE ROMANS INC,0.6256,14205967.0,food-service,13,"R1: need alignment below threshold (score 8/30, need=food-service)"
NNUP,NOCOPI TECHNOLOGIES INC/MD/,1.89,22194958.0,infrastructure,21,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
NOFCF,NOF Corporation/ADR,17.86,4013756416.0,infrastructure,36,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
NHMBF,Nohmi Bosai Ltd.,23.37,1375625600.0,services,28,"R1: need alignment below threshold (score 10/30, need=services)"
NOK,Nokia Corporation Sponsored American Depositary Shares,10.35,59432180854.0,infrastructure,35,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
NOMA,NOMADAR Corp. Class A Common Stock,2.38,36374799.0,discretionary,12,"R1: need alignment below threshold (score 3/30, need=discretionary)"
NRSCF,"Nomura Holdings, Inc.",9.85,28787542016.0,finance,23,"R1: need alignment below threshold (score 3/30, need=finance)"
NMR,Nomura Holdings Inc ADR American Depositary Shares,9.91,28752251890.0,finance,23,"R1: need alignment below threshold (score 3/30, need=finance)"
NMEHF,"Nomura Real Estate Holdings, Inc.",6.05,5167966208.0,shelter,28,"R1: need alignment below threshold (score 8/30, need=shelter)"
NRILY,"Nomura Research Institute, Ltd.",32.18,18024054784.0,software:shelter,38,"R1: need alignment below threshold (score 18/30, need=software:shelter)"
NIMUD,"Non-Invasive Monitoring Systems, Inc.",10.0,10326400.0,unknown,13,"R1: need alignment below threshold (score 8/30, need=unknown)"
NNFSF,Nongfu Spring Co. Ltd./ADR,5.39,60618448896.0,food,36,"R1: need alignment below threshold (score 16/30, need=food)"
NDLS,Noodles & Company Class A Common Stock,15.51,92542897.0,food-service,20,"R1: need alignment below threshold (score 8/30, need=food-service)"
NAT,Nordic American Tankers Limited Common Stock,6.9,1461079575.0,transport,34,"R1: need alignment below threshold (score 16/30, need=transport)"
NDCVF,Nordic Semiconductor ASA,17.5,3461415424.0,infrastructure,35,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
NORD,Nordicus Partners Corp,4.0,76695584.0,software:health,26,"R1: need alignment below threshold (score 14/30, need=software:health)"
NKOKF,"Noritsu Koki Co., Ltd.",12.445,1301683584.0,discretionary,26,"R1: need alignment below threshold (score 8/30, need=discretionary)"
NOEJF,NORMA Group SE,16.9,484640064.0,infrastructure,31,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
NRIS,"Norris Industries, Inc.",0.14768,15985723.0,infrastructure,20,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
NRRSF,Norsemont Mining Inc.,0.7028,62586536.0,materials,15,"R1: need alignment below threshold (score 3/30, need=materials)"
NALG,North America Lithium & Gold Corp,0.075,25561516.0,materials,11,"R1: need alignment below threshold (score 8/30, need=materials)"
NOA,North American Construction Group Ltd. Common Shares (no par),13.34,369657563.0,energy,25,"R1: need alignment below threshold (score 10/30, need=energy)"
FNCSF,North American Financial 15 Split Corp.,7.1,487959296.0,finance,19,"R1: need alignment below threshold (score 4/30, need=finance)"
NRT,North European Oil Royality Trust Common Stock,8.56,78671450.0,energy,20,"R1: need alignment below threshold (score 8/30, need=energy)"
NPTLF,Northam Platinum Holdings Limited,16.06,6323216384.0,materials,23,"R1: need alignment below threshold (score 3/30, need=materials)"
NCFFF,Northcliff Resources Ltd.,0.2339,147454768.0,materials,23,"R1: need alignment below threshold (score 8/30, need=materials)"
NBN,Northeast Bank Common Stock,127.57,1037144100.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
NECB,NorthEast Community Bancorp Inc. Common Stock,26.41,363561618.0,finance,20,"R1: need alignment below threshold (score 5/30, need=finance)"
NDTAF,Northern Data AG,9.25,593819264.0,software,28,"R1: need alignment below threshold (score 10/30, need=software)"
NAK,Northern Dynasty Minerals Ltd. Common Stock,1.79,1006197775.0,materials,21,"R1: need alignment below threshold (score 3/30, need=materials)"
NTNOF,Northern Ocean Ltd.,0.7928,344224512.0,energy,23,"R1: need alignment below threshold (score 8/30, need=energy)"
NOG,Northern Oil and Gas Inc. Common Stock,26.42,2815027962.0,energy,28,"R1: need alignment below threshold (score 8/30, need=energy)"
NESRF,Northern Star Resources Limited,17.75,25290291200.0,materials,23,"R1: need alignment below threshold (score 3/30, need=materials)"
NTIC,Northern Technologies International Corporation Common Stock,8.05,76446334.0,infrastructure,28,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
NTRS,Northern Trust Corporation Common Stock,186.82,34179775093.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
NTRSO,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock,18.9,3457861842.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
NPB,Northpointe Bancshares Inc. Common Stock,16.95,586162222.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
NRIM,Northrim BanCorp Inc Common Stock,25.545,568242547.0,finance,23,"R1: need alignment below threshold (score 5/30, need=finance)"
NRRUF,Northview Residential REIT,11.5833,370727392.0,finance,19,"R1: need alignment below threshold (score 4/30, need=finance)"
NWBI,Northwest Bancshares Inc. Common Stock,15.3,2240824567.0,finance,25,"R1: need alignment below threshold (score 5/30, need=finance)"
NWCCF,NorthWest Copper Corp.,0.2141,56118556.0,materials,20,"R1: need alignment below threshold (score 8/30, need=materials)"
NWN,Northwest Natural Holding Company Common Stock,49.95,2102572223.0,energy,32,"R1: need alignment below threshold (score 12/30, need=energy)"
NWARF,Norwegian Air Shuttle ASA,1.35,1421038336.0,transport,32,"R1: need alignment below threshold (score 14/30, need=transport)"
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,17.26,7925582336.0,transport,36,"R1: need alignment below threshold (score 16/30, need=transport)"
NWFL,Norwood Financial Corp. Common Stock,33.94,370016392.0,finance,20,"R1: need alignment below threshold (score 5/30, need=finance)"
ZONNF,"NOS, S.G.P.S., S.A.",5.58,2859969792.0,infrastructure,34,"R1: need alignment below threshold (score 14/30, need=infrastructure)"
NOUMF,Noumi Limited,0.07,19397652.0,unknown,8,"R1: need alignment below threshold (score 8/30, need=unknown)"
NMG,Nouveau Monde Graphite Inc. Common Shares,1.48,487152108.0,materials,23,"R1: need alignment below threshold (score 8/30, need=materials)"
NOV,NOV Inc. Common Stock,19.94,7108173813.0,energy,32,"R1: need alignment below threshold (score 12/30, need=energy)"
NVA,Nova Minerals Corp Common Stock,5.56,2507716809.0,materials,23,"R1: need alignment below threshold (score 3/30, need=materials)"
NG,Novagold Resources Inc.,9.77,4286886599.0,materials,23,"R1: need alignment below threshold (score 3/30, need=materials)"
NVZMF,Novozymes A/S,70.8,33010264064.0,infrastructure,36,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
NVSHF,Novus Holdings Limited,0.3702,117175576.0,software:infrastructure,29,"R1: need alignment below threshold (score 14/30, need=software:infrastructure)"
NOWG,"Nowigence, Inc.",1.24,16033608.0,unknown,13,"R1: need alignment below threshold (score 8/30, need=unknown)"
NOWVF,NowVertical Group Inc.,0.113,11053053.0,unknown,13,"R1: need alignment below threshold (score 8/30, need=unknown)"
NPKI,NPK International Inc. Common Stock,13.16,1117414205.0,transport,26,"R1: need alignment below threshold (score 8/30, need=transport)"
NRC,NRC Health Common Stock,22.02,487072843.0,health,31,"R1: need alignment below threshold (score 16/30, need=health)"
NRPI,NRP Stone Inc.,0.0686,26673534.0,transport,11,"R1: need alignment below threshold (score 8/30, need=transport)"
NSUKF,"NS United Kaiun Kaisha, Ltd.",48.45,1141747968.0,unknown,26,"R1: need alignment below threshold (score 8/30, need=unknown)"
NSTS,NSTS Bancorp Inc. Common Stock,14.0,73543834.0,finance,17,"R1: need alignment below threshold (score 5/30, need=finance)"
NYWKF,NTG Clarity Networks Inc.,0.565,27118702.0,infrastructure,24,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
NTTBF,NTN Corporation,2.33,1385199616.0,infrastructure,34,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
NPPXF,"NTT, Inc.",1.04,84451131392.0,infrastructure,34,"R1: need alignment below threshold (score 14/30, need=infrastructure)"
PICJF,NTT UD REIT Investment Corporation,892.428,1310294016.0,finance,22,"R1: need alignment below threshold (score 4/30, need=finance)"
NU,Nu Holdings Ltd. Class A Ordinary Shares,15.14,73514898788.0,finance,24,"R1: need alignment below threshold (score 4/30, need=finance)"
NUE,Nucor Corporation Common Stock,247.55,56163073594.0,materials,30,"R1: need alignment below threshold (score 10/30, need=materials)"
NXLLF,Nuix Limited,0.61026,209649504.0,software,27,"R1: need alignment below threshold (score 12/30, need=software)"
SMR,NuScale Power Corporation Class A Common Stock,9.81,4215585298.0,infrastructure,35,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
NUTX,Nutex Health Inc. Common Stock,188.1,1288103808.0,health,36,"R1: need alignment below threshold (score 18/30, need=health)"
NTRB,Nutriband Inc. Common Stock,4.83,58713398.0,infrastructure,28,"R1: need alignment below threshold (score 16/30, need=infrastructure)"
NTR,Nutrien Ltd. Common Shares,72.84,34759979008.0,food,38,"R1: need alignment below threshold (score 18/30, need=food)"
NCDL,Nuveen Churchill Direct Lending Corp. Common Stock,12.36,610424064.0,finance,20,"R1: need alignment below threshold (score 2/30, need=finance)"
NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares,10.4,569623330.0,finance,21,"R1: need alignment below threshold (score 3/30, need=finance)"
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,11.01,3328496958.0,finance,22,"R1: need alignment below threshold (score 2/30, need=finance)"
NUVR,"Nuvera Communications, Inc.",17.2,90196904.0,infrastructure,27,"R1: need alignment below threshold (score 15/30, need=infrastructure)"
NVNI,Nvni Group Limited Ordinary Shares,1.03,12042897.0,software,17,"R1: need alignment below threshold (score 12/30, need=software)"
NWFFF,NWF Group plc,1.88,93243672.0,energy,20,"R1: need alignment below threshold (score 8/30, need=energy)"
NWPX,NWPX Infrastructure Inc. Common Stock,110.59,1065778169.0,materials,28,"R1: need alignment below threshold (score 10/30, need=materials)"
NXG,NXG NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,55.1,143354441.0,shelter,33,"R1: need alignment below threshold (score 18/30, need=shelter)"
