ticker,company,price,marketCap,exchange,quoteType
VMMNF,Viridis Mining and Minerals Limited,2.5,325564224.0,PNK,EQUITY
AMNTF,Asia Cement (China) Holdings Corporation,0.20728,324776864.0,PNK,EQUITY
SZDEF,Dongjiang Environmental Company Limited,0.2937,324613632.0,PNK,EQUITY
SAPLF,Sylvania Platinum Limited,1.25,323530240.0,PNK,EQUITY
FPHOY,First Phosphate Corp.,17.1,323437152.0,PNK,EQUITY
UETMF,Universal Entertainment Corporation,4.17,323136896.0,PNK,EQUITY
FRRPF,Fiera Capital Corporation,3.05,323090240.0,PNK,EQUITY
OOBHF,On the Beach Group plc,2.2609,323057440.0,PNK,EQUITY
SIIXF,SIIX Corporation,6.85,322973344.0,PNK,EQUITY
ADFJF,ADF Group Inc.,11.31,322936192.0,PNK,EQUITY
RKICF,"Miroku Jyoho Service Co., Ltd.",10.77,322495872.0,PNK,EQUITY
CRBBF,Corby Spirit and Wine Limited,11.29,321413376.0,PNK,EQUITY
MRFCF,UNISOL Holdings Corporation,13.35,321233312.0,PNK,EQUITY
GCSSF,Gecoss Corporation,9.53,320648800.0,PNK,EQUITY
IDGXF,Integrated Diagnostics Holdings plc,0.5513,320485152.0,PNK,EQUITY
TCYSF,Tecsys Inc.,22.22,320344320.0,PNK,EQUITY
DMTRF,"3-D Matrix, Ltd.",2.5,319953088.0,PNK,EQUITY
FTCFF,FMS Enterprises Migun Ltd,34.78,319799872.0,PNK,EQUITY
AVEXF,Avex Inc.,7.49,319678976.0,PNK,EQUITY
HUMDF,Hua Medicine (Shanghai) Ltd.,0.3207,319583840.0,PNK,EQUITY
TTGPF,TT Electronics plc,1.79,319379264.0,PNK,EQUITY
ABANF,Automatic Bank Services Limited,7.9331,318689440.0,PNK,EQUITY
CEBUY,"Cebu Air, Inc.",2.6,318626944.0,PNK,EQUITY
IMMFF,Omni Bridgeway Limited,1.1,318606432.0,PNK,EQUITY
SSHLY,Sunac Services Holdings Limited,0.4241,318039904.0,PNK,EQUITY
CHBGF,China Boton Group Company Limited,0.3,317694656.0,PNK,EQUITY
NZSTY,NZX Limited,9.64,317388448.0,PNK,EQUITY
HMCTF,Hainan Meilan International Airport Company Limited,0.65,317373440.0,PNK,EQUITY
GLNLF,Galan Lithium Limited,0.25,316884160.0,PNK,EQUITY
COSXF,"Cosel Co., Ltd.",7.69,316321696.0,PNK,EQUITY
UNHRF,United Hampshire US Real Estate Investment Trust,0.51,316253824.0,PNK,EQUITY
BTGGF,Bitcoin Group SE,63.2178,316088992.0,PNK,EQUITY
DBMG,DBM Global Inc.,75.0,315219968.0,PNK,EQUITY
TZMOF,"Tazmo Co., Ltd.",21.72,314786560.0,PNK,EQUITY
PCOFF,Pico Far East Holdings Limited,0.2463,314589856.0,PNK,EQUITY
CLLED,Challenger Gold Limited,1.846,314277696.0,PNK,EQUITY
FCMGF,Firm Capital Mortgage Investment Corporation,8.55,314125760.0,PNK,EQUITY
IARLF,Indofood Agri Resources Ltd.,0.225,314078496.0,PNK,EQUITY
ITFRF,ITFOR Inc.,11.865,313985344.0,PNK,EQUITY
CVOSF,Coveo Solutions Inc.,3.37,313197888.0,PNK,EQUITY
DCOHF,Dickson Concepts (International) Limited,0.81,312708032.0,PNK,EQUITY
MAARF,"Quants Research Institute Holdings, Inc.",6.1225,310382880.0,PNK,EQUITY
BPOSY,bpost NV/SA,1.55,310001440.0,PNK,EQUITY
GZTGF,G City Ltd,1.8,307571840.0,PNK,EQUITY
TSGMY,Tsugami Corporation,66.0,307063296.0,PNK,EQUITY
BNPJY,Banpu Public Company Limited,1.6,306514304.0,PNK,EQUITY
CRFCF,Card Factory plc,0.91264,305838784.0,PNK,EQUITY
BATMF,British American Tobacco (Malaysia) Berhad,1.07,305517088.0,PNK,EQUITY
CESTY,Chinese Estates Holdings Limited,3.2,305219040.0,PNK,EQUITY
TWNMF,29Metals Limited,0.174,304513312.0,PNK,EQUITY
PZRIF,Pizza Pizza Royalty Corp.,9.0,304240896.0,PNK,EQUITY
FGHQF,Frontage Holdings Corporation,0.15,304159296.0,PNK,EQUITY
SLUNF,Solutions 30 SE,2.84,304077536.0,PNK,EQUITY
CNRFF,"Consorcio ARA, S. A. B. de C. V.",0.25,303795712.0,PNK,EQUITY
PRTHU,"Priority Technology Holdings, Inc.",5.0,,PNK,EQUITY
SEEMF,Seeing Machines Limited,0.063,302374816.0,PNK,EQUITY
ABHBY,Alfen N.V.,6.94,301792576.0,PNK,EQUITY
TDRRF,Tudor Gold Corp.,0.7319,301765408.0,PNK,EQUITY
PFSMF,Perfect Medical Health Management Limited,0.2401,301613088.0,PNK,EQUITY
MCRNF,Micro-Mechanics (Holdings) Ltd.,2.17,301156704.0,PNK,EQUITY
DVSPF,Dividend 15 Split Corp.,5.92,,PNK,EQUITY
VGLIF,Vista Group International Limited,1.25,299110880.0,PNK,EQUITY
ZTFMF,Zotefoams plc,6.05,298280672.0,PNK,EQUITY
RUBLF,Rubellite Energy Corp.,3.17,297796160.0,PNK,EQUITY
ZUUS,"Zeuus, Inc.",2.8,295443264.0,PNK,EQUITY
PDPHF,Egetis Therapeutics AB (publ),0.6353,295380960.0,PNK,EQUITY
IVUFF,IVU Traffic Technologies AG,17.118,295371648.0,PNK,EQUITY
STKKF,Strike Energy Limited,0.073,295090528.0,PNK,EQUITY
NCRBF,"Nippon Carbon Co., Ltd.",27.63,294829568.0,PNK,EQUITY
HLNFF,High Liner Foods Incorporated,10.46,292930976.0,PNK,EQUITY
CHKMF,Altair Minerals Limited,0.0441,292335968.0,PNK,EQUITY
HLICD,Helical PLC,2.562,292163808.0,PNK,EQUITY
HLICF,Helical plc,2.562,291715456.0,PNK,EQUITY
PCPPF,PC Partner Group Limited,0.7497,290796384.0,PNK,EQUITY
SKUYF,"Sansei Technologies, Inc.",16.395,290581984.0,PNK,EQUITY
EPRJF,Emperor Watch & Jewellery Limited,0.04,290268320.0,PNK,EQUITY
APPEF,Appen Limited,1.08,290005536.0,PNK,EQUITY
LCHTF,Text S.A.,11.2,288400000.0,PNK,EQUITY
SDCKF,"Sodick Co., Ltd.",5.77,288366560.0,PNK,EQUITY
MMILF,Metro Mining Limited,0.9354,288260768.0,PNK,EQUITY
CLCHF,Clinch Resources Ltd.,0.81,287807520.0,PNK,EQUITY
TXWHF,Texwinca Holdings Limited,0.2082,287669120.0,PNK,EQUITY
DHAWF,Daiwa House Logistics Trust,0.41,287650784.0,PNK,EQUITY
CEBUF,"Cebu Air, Inc.",0.4693,287560832.0,PNK,EQUITY
VLNSF,Velan Inc.,13.3,287088960.0,PNK,EQUITY
CLIUF,City of London Investment Group Plc,5.8,286361824.0,PNK,EQUITY
EDTXF,Spectral Medical Inc.,0.975,286215136.0,PNK,EQUITY
ALFDF,Astral Foods Limited,7.39,285866976.0,PNK,EQUITY
SLVMF,Silver Mines Limited,0.1287,285633440.0,PNK,EQUITY
EOVBF,AirTrip Corp.,13.0,284691616.0,PNK,EQUITY
RLTWF,Tiernan Gold Corp.,5.9,284415072.0,PNK,EQUITY
TSMCF,Tesmec S.p.A.,0.47,282821728.0,PNK,EQUITY
CHAEF,China Aerospace International Holdings Limited,0.0916,282588000.0,PNK,EQUITY
SRIOF,A. Soriano Corporation,0.23,282341152.0,PNK,EQUITY
APPCF,APAC Resources Limited,0.18893,281678336.0,PNK,EQUITY
TYPMF,Tyro Payments Limited,0.5258,279964448.0,PNK,EQUITY
YHEKF,Yeahka Limited,0.722,279734208.0,PNK,EQUITY
TGAFF,Taiga Building Products Ltd.,2.58,278496864.0,PNK,EQUITY
SBVTF,Sabvest Capital Limited,7.35,278358400.0,PNK,EQUITY
CCARF,Colonial Coal International Corp.,1.5,277774592.0,PNK,EQUITY
NNFTF,Nanofilm Technologies International Limited,0.4261,277619360.0,PNK,EQUITY
TCSIF,2CRSI S.A.,12.25,276772960.0,PNK,EQUITY
CNPRF,Condor Energies Inc.,3.2,276337472.0,PNK,EQUITY
TSNLF,Tristel plc,5.74,275941824.0,PNK,EQUITY
TJSCF,Tianjin Development Holdings Limited,0.2572,275916480.0,PNK,EQUITY
PREUF,Prosperity Real Estate Investment Trust,0.172,275556256.0,PNK,EQUITY
ORYZF,Oryzon Genomics S.A.,3.36,275377152.0,PNK,EQUITY
LRAXF,Lara Exploration Ltd.,4.44,275268288.0,PNK,EQUITY
TRUHF,Truly International Holdings Limited,0.0941,275010016.0,PNK,EQUITY
CHYOF,"Chiyoda Co., Ltd.",8.1,274988256.0,PNK,EQUITY
NTPIF,Nam Tai Property Inc.,4.5,274533760.0,PNK,EQUITY
ZGXNF,"ZIGExN Co., Ltd.",2.75,273114432.0,PNK,EQUITY
QGLHF,"Qingling Motors Co., Ltd.",0.11,273049504.0,PNK,EQUITY
CLTFF,Celtic plc,2.87,272908064.0,PNK,EQUITY
CHSTY,"China High Speed Transmission Equipment Group Co., Ltd.",4.17,272766656.0,PNK,EQUITY
RJIFF,Rojana Industrial Park Public Company Limited,0.18,414930080.0,PNK,EQUITY
SEIGF,Semperit Aktiengesellschaft Holding,13.16,270746400.0,PNK,EQUITY
AARLF,Astral Resources NL,0.15,270156864.0,PNK,MUTUALFUND
EIHDF,Evoke plc,0.6,270075776.0,PNK,EQUITY
APXYY,Appen Limited,0.5,268523648.0,PNK,EQUITY
SLAHF,Stella Chemifa Corporation,21.9,267318608.0,PNK,EQUITY
SILDF,"Sintokogio,Ltd.",5.085,267046096.0,PNK,EQUITY
CEEIF,Ceres Inc.,23.13,267026864.0,PNK,EQUITY
STGAF,Afentra plc,0.97,266880880.0,PNK,EQUITY
RLLMF,Real Matters Inc.,3.59,266701088.0,PNK,EQUITY
CVWLF,ClearView Wealth Limited,0.4156,266488736.0,PNK,EQUITY
TOHZF,"Toho Zinc Co., Ltd.",6.99,266440288.0,PNK,EQUITY
AINSF,Ainsworth Game Technology Limited,0.79,266067248.0,PNK,EQUITY
TNNTF,Tintina Mines Limited,1.7819,265760160.0,PNK,EQUITY
ICBT,"ICBS, Ltd.",3e-05,265723136.0,PNK,EQUITY
CLKFF,Clarke Inc.,17.17,265430384.0,PNK,EQUITY
HMBAF,Humble Group AB (publ),0.59025,265237104.0,PNK,EQUITY
CABPF,CAB Payments Holdings plc,1.04,264017648.0,PNK,EQUITY
SMRGF,"Smaregi, Inc.",13.7,263893456.0,PNK,EQUITY
LDHUF,Land and Houses Public Company Limited,0.022,262893696.0,PNK,EQUITY
BRAGF,BAUER Aktiengesellschaft,6.1,262528624.0,PNK,EQUITY
SIOPF,Shimao Group Holdings Limited,0.0253,262496208.0,PNK,EQUITY
PLGDF,Palisades Goldcorp Ltd.,3.68,262026960.0,PNK,EQUITY
MMTMF,Monument Mining Limited,0.756,261741088.0,PNK,EQUITY
HGRVF,Hargreaves Services Plc,8.51,261295408.0,PNK,EQUITY
SSCC,Spirits Capital Corporation,2.22,260140752.0,PNK,EQUITY
RPKIF,Richards Group Inc.,23.43,260048144.0,PNK,EQUITY
SARDF,Sanford Limited,2.78,259947056.0,PNK,EQUITY
IOCJY,Iochpe-Maxion S.A.,0.5291,259900448.0,PNK,EQUITY
TYGIF,"Toyo Gosei Co.,Ltd.",32.74,259848816.0,PNK,EQUITY
OISXF,Oisix Inc.,7.47,259454016.0,PNK,EQUITY
LKTEF,L.K. Technology Holdings Limited,0.1896,258688640.0,PNK,EQUITY
PCRDF,PCA Corporation,12.835,257366544.0,PNK,EQUITY
CAIHF,CPBIO Holding Company Limited,1.0677,257014944.0,PNK,EQUITY
VTEPF,Videndum Plc,6.34,255464704.0,PNK,EQUITY
DIALF,Dialight plc,6.38,255051328.0,PNK,EQUITY
SCPKF,7C Solarparken AG,3.48,254623840.0,PNK,EQUITY
SWRHF,Shibusawa Logistics Corporation,4.565,252983792.0,PNK,EQUITY
FEDOF,"Feed One Co.,Ltd.",6.61,252959040.0,PNK,EQUITY
LNDNF,Orrön Energy AB (publ),0.8834,252568640.0,PNK,EQUITY
GDVTZ,"Gould Investors, L.P.",380.0,252194224.0,PNK,EQUITY
VSTKF,VNV Global AB (publ),1.97,252173008.0,PNK,EQUITY
IPHYF,Innate Pharma S.A.,2.25,251325776.0,PNK,EQUITY
GRDZF,Giordano International Limited,0.1551,250698768.0,PNK,EQUITY
TOLUF,Tolu Minerals Limited,0.885,248672544.0,PNK,EQUITY
KFFLF,KEFI Gold and Copper Plc,0.018,247896320.0,PNK,EQUITY
BTBIF,BTB Real Estate Investment Trust,2.8,249631424.0,PNK,EQUITY
KBSUF,Prime US REIT,0.1721,247386544.0,PNK,EQUITY
RAUMF,"Rheon Automatic Machinery Co., Ltd.",9.16,247385632.0,PNK,EQUITY
SDWHF,Soundwill Holdings Limited,0.87155,246917648.0,PNK,EQUITY
PSHPF,Pro-Ship Incorporated,9.58,246650208.0,PNK,EQUITY
XNGIF,Xingda International Holdings Limited,0.1285,246461136.0,PNK,EQUITY
RTLGF,St. Augustine Gold and Copper Limited,0.1521,246418352.0,PNK,EQUITY
NBIAY,Nobia AB (publ),8.13,246221184.0,PNK,EQUITY
ADWPF,Andrew Peller Ltd,5.59,246192928.0,PNK,EQUITY
SSNEF,"Sanshin Electronics Co., Ltd.",20.1,246076624.0,PNK,EQUITY
SYHMY,Synthomer plc,1.5,245915520.0,PNK,EQUITY
VARNF,Varia US Properties AG,24.25,245555936.0,PNK,EQUITY
CDGXY,"China Dongxiang (Group) Co., Ltd.",2.09,245450544.0,PNK,EQUITY
NPTSF,Napatech A/S,2.22,245041568.0,PNK,EQUITY
CHYMF,Cahya Mata Sarawak Berhad,0.2268,243933536.0,PNK,EQUITY
BMTHF,Best Mart 360 Holdings Limited,0.24349,243490000.0,PNK,EQUITY
MBRFF,Mo-BRUK S.A.,69.25,243267280.0,PNK,EQUITY
HLOSF,Healios K.K.,1.8,243003424.0,PNK,EQUITY
FEEXY,Ferrexpo plc,1.65,242713328.0,PNK,EQUITY
GEGYF,Genel Energy plc,0.88,242502096.0,PNK,EQUITY
SKUNF,Seikagaku Corporation,4.44,242436176.0,PNK,EQUITY
BLBRF,Bloomberry Resorts Corporation,0.021,242031024.0,PNK,EQUITY
PVLTF,"Beijing Energy International Holding Co., Ltd.",0.11,241875088.0,PNK,EQUITY
EEGUF,Beetaloo Energy Australia Limited,0.16,241159872.0,PNK,EQUITY
CTLDF,Controladora Axtel S.A.B. de C.V.,0.05,240941168.0,PNK,EQUITY
OTPMF,OPTiM Corporation,4.42,240884000.0,PNK,EQUITY
PFGTF,Pacific Edge Limited,0.1938,240671056.0,PNK,EQUITY
GSCCF,ioneer Ltd,0.0781,240128928.0,PNK,EQUITY
SOSCF,"Deoleo, S.A.",0.48,240000000.0,PNK,EQUITY
BGOUF,Bang & Olufsen A/S,1.68,239579760.0,PNK,EQUITY
ALFNF,Alfen N.V.,11.0,239172784.0,PNK,EQUITY
CODQL,Coronado Global Resources Inc.,0.14,238436832.0,PNK,EQUITY
CANPY,Cian PLC,3.4,237862480.0,PNK,EQUITY
CLXLF,Calix Limited,1.1,237515920.0,PNK,EQUITY
HTTIF,"HighTide Therapeutics, Inc.",0.3893,236470512.0,PNK,EQUITY
ACSYF,Accsys Technologies PLC,0.96,236466752.0,PNK,EQUITY
ECAOF,Eco (Atlantic) Oil & Gas Ltd.,0.67,234305056.0,PNK,EQUITY
DAIYF,"Dai Nippon Toryo Company, Limited",8.2,234222592.0,PNK,EQUITY
SPXXF,SpareBank 1 Nord-Norge,16.0,233600000.0,PNK,EQUITY
LFBCF,Life & Banc Split Corp.,8.64,,PNK,EQUITY
ENADF,Enad Global 7 AB (publ),2.155,233090336.0,PNK,EQUITY
SRHYY,Syrah Resources Limited,0.1,232192752.0,PNK,EQUITY
ASEJF,APT Satellite Holdings Limited,0.249,231214544.0,PNK,EQUITY
ACAZF,Acadian Timber Corp.,12.3,231000544.0,PNK,EQUITY
PHBI,Pharmagreen Biotech Inc,0.334,230909488.0,PNK,EQUITY
DUSXF,Dustin Group AB (publ),0.1701,230908064.0,PNK,EQUITY
AVTXF,Avantium N.V.,9.15,230641472.0,PNK,EQUITY
IMPZY,Implanet S.A.,0.08,230110352.0,PNK,EQUITY
CAGPF,Samara Asset Group plc,2.49,229554992.0,PNK,EQUITY
SYYYF,Synthomer plc,1.4,229521152.0,PNK,EQUITY
ASMMF,Australian Strategic Materials Ltd,0.82,229175088.0,PNK,EQUITY
DDWWF,Dividend Growth Split Corp.,4.1244,229101168.0,PNK,EQUITY
FEEXF,Ferrexpo plc,0.3886,228650672.0,PNK,EQUITY
NYLPF,"Nippon Care Supply Co., Ltd.",14.67,227982400.0,PNK,EQUITY
EXCOF,Exco Technologies Limited,6.06,227171744.0,PNK,EQUITY
FFXXF,Helios Fairfax Partners Corporation,2.09,226661616.0,PNK,EQUITY
MNULF,Manulife US Real Estate Investment Trust,0.1274,226334416.0,PNK,EQUITY
SMNLF,Strategic Minerals Plc,0.08,225502080.0,PNK,EQUITY
ELWSF,Electreon Wireless Ltd,15.05,225234000.0,PNK,EQUITY
BHCCF,Benchmark Holdings plc,0.3658,225105232.0,PNK,EQUITY
VNWTF,Vecima Networks Inc.,9.25,224910000.0,PNK,EQUITY
BLLQF,Bell Equipment Limited,2.35,224653296.0,PNK,EQUITY
SDAEF,Sumida Corporation,6.78,224419728.0,PNK,EQUITY
CMDXF,Computer Modelling Group Ltd.,2.85,222282896.0,PNK,EQUITY
SVMRF,Magnora ASA,2.25,222273744.0,PNK,EQUITY
DRETF,Dream Office Real Estate Investment Trust,13.52,257627824.0,PNK,EQUITY
TGDLF,Tongdao Liepin Group,0.4833,221970384.0,PNK,EQUITY
RBTK,Zhen Ding Resources Inc.,2.0,221934704.0,PNK,EQUITY
KMRPF,Kenmare Resources plc,2.5,221621568.0,PNK,EQUITY
PTEXF,Pacific Textiles Holdings Limited,0.161,221446160.0,PNK,EQUITY
EWCLF,Energy World Corporation Ltd,0.05745,221377248.0,PNK,EQUITY
ARDLF,Coast Entertainment Holdings Limited,0.5694,221247136.0,PNK,EQUITY
LUOYF,Triumph New Energy Company Limited,0.3411,220239728.0,PNK,EQUITY
RAMPF,Polaris Renewable Energy Inc.,10.54,220208192.0,PNK,EQUITY
AVHHL,"AVITA Medical, Inc.",1.42,219580608.0,PNK,EQUITY
NENTY,Viaplay Group AB (publ),0.0121,219285472.0,PNK,EQUITY
FOCIF,Focusrite plc,3.73,219190592.0,PNK,EQUITY
GISMF,"Grupo Industrial Saltillo, S.A.B. de C.V.",0.72,219018912.0,PNK,EQUITY
JDSEF,Jadestone Energy plc,0.4,217971664.0,PNK,EQUITY
SOHOF,SOHO China Limited,0.0419,217860064.0,PNK,EQUITY
AUUMF,Aumann AG,16.836,217471424.0,PNK,EQUITY
RBWRF,Rainbow Rare Earths Limited,0.31,216904592.0,PNK,EQUITY
SCFR,"GamesGamesGames Technology, Inc.",0.1149,216586496.0,PNK,EQUITY
HUKEF,"Hokuriku Electrical Construction Co.,Ltd.",7.87,216444976.0,PNK,EQUITY
BOVNF,BioInvent International AB (publ),3.2886,216404224.0,PNK,EQUITY
SDSYA,"South Dakota Soybean Processors, LLC",7.1,,PNK,EQUITY
LKCRU,"Lake Area Corn Processors, LLC",7.26,215041200.0,PNK,EQUITY
WEWA,"Wewards, Inc.",2.0,214966896.0,PNK,EQUITY
MKNGF,Mkango Resources Ltd.,0.5542,214809920.0,PNK,EQUITY
HUYTF,Hony Media Group,0.122,214372848.0,PNK,EQUITY
ATPMF,Antipa Minerals Limited,0.32,214094160.0,PNK,EQUITY
ORWHF,Oriental Watch Holdings Limited,0.4385,213706560.0,PNK,EQUITY
FRRDF,Frontier Developments plc,6.0,213184080.0,PNK,EQUITY
ODTLF,Odfjell Technology Ltd.,5.39,212710240.0,PNK,EQUITY
LSMNF,lastminute.com N.V.,19.92,211304912.0,PNK,EQUITY
KGLLF,KGL Resources Limited,0.09282,210830496.0,PNK,EQUITY
RMDEF,Remedy Entertainment Oyj,15.5,210651984.0,PNK,EQUITY
SBMJF,Dimerix Limited,0.35,210138880.0,PNK,EQUITY
DUGTF,DUG Technology Ltd,1.55,210116304.0,PNK,EQUITY
STRUF,Saturn Metals Limited,0.3437,210021488.0,PNK,EQUITY
NOURF,Northern Minerals Limited,0.0157,209760656.0,PNK,EQUITY
NXLLF,Nuix Limited,0.61026,209649504.0,PNK,EQUITY
SPAEF,"Space Co.,Ltd.",8.5,208800336.0,PNK,EQUITY
PBTHF,PointsBet Holdings Limited,0.6,208552208.0,PNK,EQUITY
AAHIF,"Asahi Co., Ltd.",7.99,208074928.0,PNK,EQUITY
SMTLF,Dynasty Digital Holdings Limited,0.11735,208068928.0,PNK,EQUITY
JIUMF,Jiumaojiu International Holdings Limited,0.15605,207678464.0,PNK,EQUITY
TXWHY,Texwinca Holdings Limited,1.5,207254432.0,PNK,EQUITY
OWWAF,"Okuwa Co., Ltd.",5.09,207074160.0,PNK,EQUITY
EXSPF,Expert.ai S.p.A.,1.83,206946768.0,PNK,EQUITY
TORIF,"Eternal Hospitality Group Co.,Ltd.",8.925,205922672.0,PNK,EQUITY
SRAMF,Sisram Medical Ltd,0.43835,205298192.0,PNK,EQUITY
ICHHF,"Ichinen Holdings Co., Ltd.",8.66,205045488.0,PNK,EQUITY
KGGNF,Kogan.com Ltd,2.16,204756448.0,PNK,EQUITY
MPPTF,Mpact Limited,1.4,203525840.0,PNK,EQUITY
PLMTF,Polymetals Resources Ltd,0.66,203355024.0,PNK,EQUITY
NXCLF,"LIFULL Co.,Ltd.",1.58,202778128.0,PNK,EQUITY
TITMF,Titomic Limited,0.1252,201262800.0,PNK,EQUITY
FRACF,Foraco International SA,2.04,199820256.0,PNK,EQUITY
AKASF,AKVA group ASA,5.46,199192352.0,PNK,EQUITY
STCGF,Stack Capital Group Inc.,12.66,198531776.0,PNK,EQUITY
SYAAF,Syrah Resources Limited,0.085,197363840.0,PNK,EQUITY
SMSKF,"Sumiseki Holdings,Inc.",3.2975,197266832.0,PNK,EQUITY
SHERF,Sherritt International Corporation,0.28,197110880.0,PNK,EQUITY
WEBC,"Webco Industries, Inc.",280.03,196821040.0,PNK,EQUITY
LFHTF,Leifheit Aktiengesellschaft,21.52,196556848.0,PNK,EQUITY
KRSOF,Karsan Otomotiv Sanayii ve Ticaret A.S.,0.217,195300000.0,PNK,EQUITY
FDENF,La Française de l'Energie S.A.,36.95,195096368.0,PNK,EQUITY
CAXCF,CAC Holdings Corporation,11.25,194970288.0,PNK,EQUITY
PTRUF,Petrus Resources Ltd.,1.3,194627920.0,PNK,EQUITY
HAATF,Haad Thip Public Company Limited,0.4838,194449376.0,PNK,EQUITY
BTRYF,Waratah Minerals Limited,0.5001,193914944.0,PNK,EQUITY
SAVNF,Savannah Resources Plc,0.07492,192952688.0,PNK,EQUITY
PDER,Pardee Resources Company,296.0,192843408.0,PNK,EQUITY
NNRRF,NRC Group ASA,0.8386,192700192.0,PNK,EQUITY
AFCJF,AFC Ajax NV,10.5,192499984.0,PNK,EQUITY
ITOR,"Redox International Group, Corp.",3.55,192001744.0,PNK,EQUITY
OPTGF,Optimus Group Company Limited,2.8,191641536.0,PNK,EQUITY
FRMUF,Firm Capital Property Trust,5.17,190905776.0,PNK,EQUITY
NFTN,NFiniTi Inc.,6.0,190902944.0,PNK,EQUITY
PSGFF,Precious Shipping Public Company Limited,0.1662,266023040.0,PNK,EQUITY
PNGZF,Terra Metals Limited,0.185,190713968.0,PNK,EQUITY
GEGYY,Genel Energy plc,0.69,190143680.0,PNK,EQUITY
HMFAF,Hammond Manufacturing Company Limited,16.75,189849520.0,PNK,EQUITY
BGDFF,Barton Gold Holdings Limited,0.7,189700912.0,PNK,EQUITY
EUSHY,Eurocash S.A.,1.36,189262064.0,PNK,EQUITY
VEFFF,VEF AB (publ),0.186,206431216.0,PNK,EQUITY
MXGFF,Maxim Power Corp.,2.97,188687072.0,PNK,EQUITY
VTGDF,Vantage Drilling Company,0.0001,188529808.0,PNK,EQUITY
CRNMF,Cornish Metals plc,1.5,188207008.0,PNK,EQUITY
MAYNF,Mayne Pharma Group Limited,2.31,187677856.0,PNK,EQUITY
ONXXF,Ontex Group NV,2.35,187373744.0,PNK,EQUITY
VMTHF,Venus Medtech (Hangzhou) Inc.,0.4219,186062736.0,PNK,EQUITY
PMDSF,"Pharma Foods International Co., Ltd.",6.4,185877616.0,PNK,EQUITY
WHGPF,The Warehouse Group Limited,0.535,185561088.0,PNK,EQUITY
IESVF,Invinity Energy Systems plc,0.325,185082320.0,PNK,EQUITY
RLEA,Rubber Leaf Inc.,4.5,184992544.0,PNK,EQUITY
SIIGF,SIG plc,0.16,184923248.0,PNK,EQUITY
UTGN,"UTG, Inc.",59.0,184830896.0,PNK,EQUITY
VACBF,Nykode Therapeutics AS,0.3542,184789232.0,PNK,EQUITY
GBBYF,Goodbaby International Holdings Limited,0.11,183986784.0,PNK,EQUITY
LUCRF,Lucara Diamond Corp.,0.1232,183931712.0,PNK,EQUITY
DNGDF,Dynacor Group Inc.,4.38,183735632.0,PNK,EQUITY
MGAFF,Mega Uranium Ltd.,0.477,183597600.0,PNK,EQUITY
SUDKY,Studsvik AB (publ),22.0,183558544.0,PNK,EQUITY
MFCSF,Medical Facilities Corporation,11.3,183204064.0,PNK,EQUITY
BOYAF,Boyaa Interactive International Limited,0.25254,182678960.0,PNK,EQUITY
AROAF,Aroa Biosurgery Limited,0.52,182148080.0,PNK,EQUITY
DBOXF,D-BOX Technologies Inc.,0.8175,181637520.0,PNK,EQUITY
ZHJD,Intelligent Hotel Group Ltd,1.78,180492000.0,PNK,EQUITY
RIOXF,"Rion Co., Ltd.",14.63,180392560.0,PNK,EQUITY
BKLRF,Berkeley Energia Limited,0.4,178517264.0,PNK,EQUITY
PHNGF,Phinergy Ltd.,1.3,177833664.0,PNK,EQUITY
LMMHF,Langham Hospitality Investments Limited,0.05,177313536.0,PNK,EQUITY
AGGZF,Ag Growth International Inc.,9.37,176730336.0,PNK,EQUITY
AIMFF,Aimia Inc.,2.0,176451472.0,PNK,EQUITY
TGMGF,Theta Gold Mines Limited,0.1311,175298576.0,PNK,EQUITY
AFGYF,H-Power plc,0.154,175074480.0,PNK,EQUITY
NWAU,"Fifty 1 Labs, Inc.",0.0001,,PNK,EQUITY
OLYFF,Olympia Financial Group Inc.,72.6359,174786384.0,PNK,EQUITY
APPLF,"AlphaPolis Co., Ltd.",6.0,174367040.0,PNK,EQUITY
HGLD,Patagonia Gold Corp.,0.37,173808048.0,PNK,EQUITY
SOCLF,Pharos Energy plc,0.4,173649680.0,PNK,EQUITY
LICT,LICT Corporation,11350.0,173620944.0,PNK,EQUITY
YIPCF,Yip's Chemical Holdings Limited,0.3098,173010944.0,PNK,EQUITY
MDMLF,Midas Minerals Limited,0.7,172271696.0,PNK,EQUITY
NXPGY,Mobico Group Plc,0.565,172109488.0,PNK,EQUITY
CTYLF,City Lodge Hotels Limited,0.313,171689856.0,PNK,EQUITY
IVCHF,Invicta Holdings Limited,1.98,171506112.0,PNK,EQUITY
GWOX,"The Goodheart-Willcox Company, Inc.",365.0,170129424.0,PNK,EQUITY
IPXAF,Impax Asset Management Group Plc,1.4,170096720.0,PNK,EQUITY
VULC,Vulcan International Corporation,0.03,169387728.0,PNK,EQUITY
DIUXF,Diaceutics PLC,2.0,169258896.0,PNK,EQUITY
DOTDF,dotdigital Group Plc,0.55765,169104816.0,PNK,EQUITY
SNNGF,PPX Mining Corp.,0.194,168665536.0,PNK,EQUITY
SFIGA,"STAR Financial Group, Inc.",61.0,168476448.0,PNK,EQUITY
DVDDF,Dividend 15 Split Corp. II,6.4365,167451936.0,PNK,EQUITY
GMRMF,Asara Resources Limited,0.08,167068112.0,PNK,EQUITY
BDRSF,Borders & Southern Petroleum plc,0.1892,166822304.0,PNK,EQUITY
