ticker,company,price,cap,need,verdict,r3_fin_score,reason
Q,Qnity Electronics Inc. Common Stock,126.62,26489987072.0,infrastructure,B,22,R3: ranked below R4 cut (composite need+financial score)
RTLLF,RATIONAL Aktiengesellschaft,729.0,8382508032.0,infrastructure,A,17,R3: ranked below R4 cut (composite need+financial score)
RNECY,Renesas Electronics Corporation,10.63,38852423680.0,infrastructure,B,22,R3: ranked below R4 cut (composite need+financial score)
RNSHF,Renishaw plc,65.8,4787401728.0,infrastructure,B,20,R3: ranked below R4 cut (composite need+financial score)
ROHCF,"ROHM Co., Ltd.",32.0,12353122304.0,infrastructure,B,15,R3: ranked below R4 cut (composite need+financial score)
RTOXF,Rotork plc,6.7,5456655872.0,infrastructure,B,17,R3: ranked below R4 cut (composite need+financial score)
SDVKY,Sandvik AB (publ),41.65,52245176320.0,infrastructure,B,21,R3: ranked below R4 cut (composite need+financial score)
SHLAF,Schindler Holding AG,319.0,34835046400.0,infrastructure,A,14,R3: ranked below R4 cut (composite need+financial score)
DINRF,"SCREEN Holdings Co., Ltd.",74.96,14174022656.0,infrastructure,B,13,R3: ranked below R4 cut (composite need+financial score)
SMTC,Semtech Corporation Common Stock,127.52,11878636544.0,infrastructure,B,22,R3: ranked below R4 cut (composite need+financial score)
SFDMF,Shanghai Fudan Microelectronics Group Company Limited,3.88,3196030720.0,infrastructure,B,24,R3: ranked below R4 cut (composite need+financial score)
SHMZF,Shimadzu Corporation,23.36,6749641728.0,infrastructure,A,15,R3: ranked below R4 cut (composite need+financial score)
SIEGY,Siemens Aktiengesellschaft,167.05,260686266368.0,infrastructure,A,19,R3: ranked below R4 cut (composite need+financial score)
SLAB,Silicon Laboratories Inc. Common Stock,218.37,7286299136.0,infrastructure,B,20,R3: ranked below R4 cut (composite need+financial score)
SITM,SiTime Corporation Common Stock,594.1,17796573184.0,infrastructure,B,24,R3: ranked below R4 cut (composite need+financial score)
SMECF,SMC Corporation,460.0,28823779328.0,infrastructure,B,20,R3: ranked below R4 cut (composite need+financial score)
SMGZY,Smiths Group plc,35.92,10388446208.0,infrastructure,B,5,R3: ranked below R4 cut (composite need+financial score)
SPXSY,Spirax Group plc,48.3,7128681984.0,infrastructure,A,20,R3: ranked below R4 cut (composite need+financial score)
STM,STMicroelectronics N.V. Common Stock,49.46,44121141248.0,infrastructure,B,23,R3: ranked below R4 cut (composite need+financial score)
SULZF,Sulzer AG,173.25,5865862656.0,infrastructure,A,13,R3: ranked below R4 cut (composite need+financial score)
TXN,Texas Instruments Incorporated Common Stock,260.05,237490044928.0,infrastructure,B,22,R3: ranked below R4 cut (composite need+financial score)
TMIUF,"Tokyo Seimitsu Co., Ltd.",102.0,4140148992.0,infrastructure,B,17,R3: ranked below R4 cut (composite need+financial score)
TSEM,Tower Semiconductor Ltd. Ordinary Shares,212.71,24042874880.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
TBABF,Trelleborg AB (publ),44.865,9966278656.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
ULVAF,"ULVAC, Inc.",46.75,2298874880.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
UMC,United Microelectronics Corporation (NEW) Common Stock,19.6,49155010560.0,infrastructure,B,21,R3: ranked below R4 cut (composite need+financial score)
VAIAF,Vaisala Oyj,60.1,2189847296.0,infrastructure,A,17,R3: ranked below R4 cut (composite need+financial score)
VLMTY,Valmet Oyj,26.14,4815874560.0,infrastructure,B,17,R3: ranked below R4 cut (composite need+financial score)
VACNY,VAT Group AG,76.25,22849779712.0,infrastructure,B,14,R3: ranked below R4 cut (composite need+financial score)
VWDRY,Vestas Wind Systems A/S,10.95,32242249728.0,infrastructure,A,20,R3: ranked below R4 cut (composite need+financial score)
VIAV,Viavi Solutions Inc. Common Stock,37.71,9304935424.0,infrastructure,B,24,R3: ranked below R4 cut (composite need+financial score)
WEGRY,Weir PLC,19.83,10296213504.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
AAON,AAON Inc. Common Stock,76.19,6282142755.0,infrastructure,A,10,R3: ranked below R4 cut (composite need+financial score)
ACMR,ACM Research Inc. Class A Common Stock,79.77,5555916365.0,infrastructure,B,10,R3: ranked below R4 cut (composite need+financial score)
AEIS,Advanced Energy Industries Inc. Common Stock,275.43,11031093240.0,infrastructure,A,10,R3: ranked below R4 cut (composite need+financial score)
AGCO,AGCO Corporation Common Stock,110.94,7769320015.0,infrastructure,B,10,R3: ranked below R4 cut (composite need+financial score)
ALH,Alliance Laundry Holdings Inc. Common Stock,23.85,4741120000.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
AME,AMETEK Inc.,241.77,55428493312.0,infrastructure,B,21,R3: ranked below R4 cut (composite need+financial score)
ASML,ASML Holding N.V. New York Registry Shares,1744.16,669931864064.0,infrastructure,A,22,R3: ranked below R4 cut (composite need+financial score)
ATKR,Atkore Inc. Common Stock,93.62,3161786368.0,infrastructure,B,17,R3: ranked below R4 cut (composite need+financial score)
ACLS,Axcelis Technologies Inc. Common Stock,125.4,3872538624.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
BMI,Badger Meter Inc. Common Stock,136.36,3952646656.0,infrastructure,A,13,R3: ranked below R4 cut (composite need+financial score)
BE,Bloom Energy Corporation Class A Common Stock,217.45,64044974080.0,infrastructure,A,23,R3: ranked below R4 cut (composite need+financial score)
CAE,CAE Inc. Common Shares,25.02,8052664320.0,infrastructure,B,17,R3: ranked below R4 cut (composite need+financial score)
CARR,Carrier Global Corporation Common Stock ,58.52,48239501312.0,infrastructure,A,14,R3: ranked below R4 cut (composite need+financial score)
CGNX,Cognex Corporation Common Stock,59.82,10063150080.0,infrastructure,A,22,R3: ranked below R4 cut (composite need+financial score)
CMI,Cummins Inc. Common Stock,572.67,78836318208.0,infrastructure,A,17,R3: ranked below R4 cut (composite need+financial score)
DHR,Danaher Corporation Common Stock,215.97,151823892480.0,infrastructure,A,20,R3: ranked below R4 cut (composite need+financial score)
DE,Deere & Company Common Stock,630.66,170238738432.0,infrastructure,A,11,R3: ranked below R4 cut (composite need+financial score)
ETN,Eaton Corporation PLC Ordinary Shares,409.2,158933286912.0,infrastructure,A,21,R3: ranked below R4 cut (composite need+financial score)
EFXT,Enerflex Ltd Common Shares,19.72,2407868672.0,infrastructure,B,11,R3: ranked below R4 cut (composite need+financial score)
ENS,EnerSys Common Stock,194.29,7007112192.0,infrastructure,B,16,R3: ranked below R4 cut (composite need+financial score)
FLNC,Fluence Energy Inc. Class A Common Stock,11.24,2089621376.0,infrastructure,A,16,R3: ranked below R4 cut (composite need+financial score)
FPS,Forgent Power Solutions Inc. Class A Common Stock,32.19,9799565312.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
FTV,Fortive Corporation Common Stock ,59.5,17970014208.0,infrastructure,B,20,R3: ranked below R4 cut (composite need+financial score)
GTES,Gates Industrial Corporation Ltd. Common Shares,25.96,6571804160.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
HSAI,Hesai Group American Depositary Share,18.3,23005618176.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
PI,Impinj Inc. Common Stock,166.22,5078754304.0,infrastructure,B,20,R3: ranked below R4 cut (composite need+financial score)
IR,Ingersoll Rand Inc. Common Stock,78.57,30485114880.0,infrastructure,A,19,R3: ranked below R4 cut (composite need+financial score)
JBTM,JBT Marel Corporation Common Stock,117.93,6117832704.0,infrastructure,A,16,R3: ranked below R4 cut (composite need+financial score)
JCI,Johnson Controls International plc Ordinary Share,141.82,85906251776.0,infrastructure,A,19,R3: ranked below R4 cut (composite need+financial score)
KAI,Kadant Inc Common Stock,302.84,3576272896.0,infrastructure,A,21,R3: ranked below R4 cut (composite need+financial score)
LRCX,Lam Research Corporation Common Stock,314.66,393740648448.0,infrastructure,A,24,R3: ranked below R4 cut (composite need+financial score)
LII,Lennox International Inc. Common Stock,389.06,13446176768.0,infrastructure,A,16,R3: ranked below R4 cut (composite need+financial score)
LECO,Lincoln Electric Holdings Inc. Common Shares,280.15,15269787648.0,infrastructure,B,21,R3: ranked below R4 cut (composite need+financial score)
MIDD,Middleby Corporation (The) Common Stock,113.97,5153991168.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
MFP,Midera Food Processing Inc. Common Stock,51.47,2328011520.0,infrastructure,B,17,R3: ranked below R4 cut (composite need+financial score)
MIR,Mirion Technologies Inc. Class A Common Stock,14.71,3663343872.0,infrastructure,A,22,R3: ranked below R4 cut (composite need+financial score)
ONTO,Onto Innovation Inc. Common Stock,291.62,17824815104.0,infrastructure,B,24,R3: ranked below R4 cut (composite need+financial score)
OC,Owens Corning Inc Common Stock New,146.61,11589326848.0,infrastructure,A,14,R3: ranked below R4 cut (composite need+financial score)
RRX,Regal Rexnord Corporation Common Stock,162.18,10796253184.0,infrastructure,A,16,R3: ranked below R4 cut (composite need+financial score)
ROK,Rockwell Automation Inc. Common Stock,429.4,47781036032.0,infrastructure,A,20,R3: ranked below R4 cut (composite need+financial score)
ST,Sensata Technologies Holding plc Ordinary Shares,42.17,6137246720.0,infrastructure,B,17,R3: ranked below R4 cut (composite need+financial score)
SSD,Simpson Manufacturing Company Inc. Common Stock,186.58,7646921728.0,infrastructure,A,20,R3: ranked below R4 cut (composite need+financial score)
SNA,Snap-On Incorporated Common Stock,394.56,20409454592.0,infrastructure,B,17,R3: ranked below R4 cut (composite need+financial score)
SPXC,SPX Technologies Inc. Common Stock,200.98,10066255872.0,infrastructure,B,21,R3: ranked below R4 cut (composite need+financial score)
RUN,Sunrun Inc. Common Stock,9.19,2192267776.0,infrastructure,B,15,R3: ranked below R4 cut (composite need+financial score)
SYM,Symbotic Inc. Class A Common Stock,40.41,24462790656.0,infrastructure,A,19,R3: ranked below R4 cut (composite need+financial score)
TDY,Teledyne Technologies Incorporated Common Stock,626.9,29060372480.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
TMO,Thermo Fisher Scientific Inc Common Stock,628.15,232256765952.0,infrastructure,A,19,R3: ranked below R4 cut (composite need+financial score)
TRMB,Trimble Inc. Common Stock,59.43,13857878016.0,infrastructure,A,20,R3: ranked below R4 cut (composite need+financial score)
VRT,Vertiv Holdings LLC Class A Common Stock,255.75,98460721152.0,infrastructure,A,21,R3: ranked below R4 cut (composite need+financial score)
VICR,Vicor Corporation Common Stock,194.62,8973291520.0,infrastructure,A,24,R3: ranked below R4 cut (composite need+financial score)
WSO,Watsco Inc. Common Stock,302.29,12470125568.0,infrastructure,B,14,R3: ranked below R4 cut (composite need+financial score)
WWD,Woodward Inc. Common Stock,339.66,20055502848.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
ZBRA,Zebra Technologies Corporation Class A Common Stock,360.52,17056438272.0,infrastructure,A,22,R3: ranked below R4 cut (composite need+financial score)
ZWS,Zurn Elkay Water Solutions Corporation Common Stock,48.82,8097485312.0,infrastructure,A,20,R3: ranked below R4 cut (composite need+financial score)
AMBQ,Ambiq Micro Inc. Common Stock,60.12,1453974272.0,infrastructure,A,21,R3: ranked below R4 cut (composite need+financial score)
AD,Array Digital Infrastructure Inc. Common Shares,35.86,3101135360.0,infrastructure,B,24,R3: ranked below R4 cut (composite need+financial score)
ARRY,Array Technologies Inc. Common Stock,4.55,699910080.0,infrastructure,B,11,R3: ranked below R4 cut (composite need+financial score)
ASTS,AST SpaceMobile Inc. Class A Common Stock,62.01,24132276224.0,infrastructure,B,17,R3: ranked below R4 cut (composite need+financial score)
CALX,Calix Inc Common Stock,39.85,2509114880.0,infrastructure,A,22,R3: ranked below R4 cut (composite need+financial score)
CAMT,Camtek Ltd. Ordinary Shares,146.66,6844355072.0,infrastructure,B,13,R3: ranked below R4 cut (composite need+financial score)
CIEN,Ciena Corporation Common Stock,387.66,54874406912.0,infrastructure,A,23,R3: ranked below R4 cut (composite need+financial score)
COHR,Coherent Corp. Common Stock,288.14,56427106304.0,infrastructure,B,21,R3: ranked below R4 cut (composite need+financial score)
GLW,Corning Incorporated Common Stock,147.16,126761910272.0,infrastructure,B,21,R3: ranked below R4 cut (composite need+financial score)
ECTXF,Electrolux Professional AB (publ),4.65,1336398080.0,infrastructure,B,13,R3: ranked below R4 cut (composite need+financial score)
HPHTF,Hamamatsu Photonics K.K.,14.85,4287741952.0,infrastructure,A,18,R3: ranked below R4 cut (composite need+financial score)
IBIDY,"Ibiden Co.,Ltd.",32.5,36542435328.0,infrastructure,B,23,R3: ranked below R4 cut (composite need+financial score)
INDI,indie Semiconductor Inc. Class A Common Stock,3.96,836702848.0,infrastructure,B,16,R3: ranked below R4 cut (composite need+financial score)
IRRHF,Interroll Holding AG,2028.38,1696173952.0,infrastructure,A,20,R3: ranked below R4 cut (composite need+financial score)
IRDM,Iridium Communications Inc Common Stock,47.1,4990733824.0,infrastructure,B,17,R3: ranked below R4 cut (composite need+financial score)
JNPKF,Jenoptik AG,44.25,2532786688.0,infrastructure,B,16,R3: ranked below R4 cut (composite need+financial score)
KLAC,KLA Corporation Common Stock,183.34,239542288384.0,infrastructure,A,22,R3: ranked below R4 cut (composite need+financial score)
LMHDF,LEM Holding SA,2548.66,2901715456.0,infrastructure,A,17,R3: ranked below R4 cut (composite need+financial score)
LITE,Lumentum Holdings Inc. Common Stock,885.565,79435177984.0,infrastructure,A,23,R3: ranked below R4 cut (composite need+financial score)
MDMXF,medmix AG,17.4,725687872.0,infrastructure,B,13,R3: ranked below R4 cut (composite need+financial score)
MNBEF,MINEBEA MITSUMI Inc.,24.25,9738691584.0,infrastructure,B,15,R3: ranked below R4 cut (composite need+financial score)
NHOXF,Nederman Holding AB (publ),14.5,508109344.0,infrastructure,A,13,R3: ranked below R4 cut (composite need+financial score)
NEO,NeoGenomics Inc. Common Stock,16.79,2157102848.0,infrastructure,A,19,R3: ranked below R4 cut (composite need+financial score)
NOKBF,Nokia Oyj,9.89,55211266048.0,infrastructure,B,20,R3: ranked below R4 cut (composite need+financial score)
NVMI,Nova Ltd. Ordinary Shares,368.26,11712936960.0,infrastructure,A,22,R3: ranked below R4 cut (composite need+financial score)
NVEC,NVE Corporation Common Stock,106.84,516802912.0,infrastructure,B,24,R3: ranked below R4 cut (composite need+financial score)
OKUMF,Okuma Corporation,23.5,1368187520.0,infrastructure,B,17,R3: ranked below R4 cut (composite need+financial score)
OMRNY,OMRON Corporation,40.66,7994951168.0,infrastructure,A,18,R3: ranked below R4 cut (composite need+financial score)
PFFVF,Pfeiffer Vacuum Technology AG,196.0,1945821952.0,infrastructure,B,16,R3: ranked below R4 cut (composite need+financial score)
NLLRF,PILLAR Corporation,25.0,571530368.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
TPLKF,PVA TePla AG,35.38,722551232.0,infrastructure,B,9,R3: ranked below R4 cut (composite need+financial score)
RSTCF,"RS Technologies Co., Ltd.",38.17,1015184896.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
SISXF,Savaria Corporation,21.07,1514574592.0,infrastructure,A,19,R3: ranked below R4 cut (composite need+financial score)
SEDG,SolarEdge Technologies Inc. Common Stock,29.88,1838389248.0,infrastructure,A,19,R3: ranked below R4 cut (composite need+financial score)
TEL,TE Connectivity plc Ordinary Shares,201.41,58310856704.0,infrastructure,A,21,R3: ranked below R4 cut (composite need+financial score)
TSKMF,Tsubakimoto Chain Co.,15.07,1532246912.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
ULS,UL Solutions Inc. Class A Common Stock,73.99,14938445824.0,infrastructure,A,20,R3: ranked below R4 cut (composite need+financial score)
WCC,WESCO International Inc. Common Stock,338.95,16518001664.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
YZOFF,Yangtze Optical Fibre And Cable Joint Stock Limited Company,22.76,18706558976.0,infrastructure,B,23,R3: ranked below R4 cut (composite need+financial score)
ZTCOF,ZTE Corporation,3.0,17821757440.0,infrastructure,B,17,R3: ranked below R4 cut (composite need+financial score)
ALG,Alamo Group Inc. Common Stock,162.08,1972670080.0,infrastructure,B,17,R3: ranked below R4 cut (composite need+financial score)
AMPX,Amprius Technologies Inc. Common Stock,10.18,1487100800.0,infrastructure,B,17,R3: ranked below R4 cut (composite need+financial score)
ATS,ATS Corporation Common Shares,19.65,1928193408.0,infrastructure,B,11,R3: ranked below R4 cut (composite need+financial score)
AZTA,Azenta Inc.,33.21,1454876672.0,infrastructure,B,21,R3: ranked below R4 cut (composite need+financial score)
NRGV,Energy Vault Holdings Inc. Common Stock,3.93,714629504.0,infrastructure,B,15,R3: ranked below R4 cut (composite need+financial score)
EPAC,Enerpac Tool Group Corp. Common Stock,37.3,1922560128.0,infrastructure,B,20,R3: ranked below R4 cut (composite need+financial score)
GIC,Global Industrial Company Common Stock,39.63,1510233600.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
KRNT,Kornit Digital Ltd. Ordinary Shares,16.74,719259776.0,infrastructure,A,19,R3: ranked below R4 cut (composite need+financial score)
LNN,Lindsay Corporation Common Stock,114.17,1160981632.0,infrastructure,A,11,R3: ranked below R4 cut (composite need+financial score)
MLAB,Mesa Laboratories Inc. Common Stock,127.35,712633920.0,infrastructure,A,17,R3: ranked below R4 cut (composite need+financial score)
TNC,Tennant Company Common Stock,70.03,1193962752.0,infrastructure,B,16,R3: ranked below R4 cut (composite need+financial score)
VREX,Varex Imaging Corporation Common Stock,18.5,779742720.0,infrastructure,A,12,R3: ranked below R4 cut (composite need+financial score)
ADTN,ADTRAN Holdings Inc. Common Stock,8.02,653480884.0,infrastructure,B,10,R3: ranked below R4 cut (composite need+financial score)
ITRN,Ituran Location and Control Ltd. Ordinary Shares,51.28,1014325632.0,infrastructure,B,22,R3: ranked below R4 cut (composite need+financial score)
NSSC,NAPCO Security Technologies Inc. Common Stock,36.43,1303044096.0,infrastructure,B,20,R3: ranked below R4 cut (composite need+financial score)
RPBPF,Raspberry Pi Holdings plc,8.12,1572596736.0,infrastructure,B,15,R3: ranked below R4 cut (composite need+financial score)
SHEN,Shenandoah Telecommunications Co Common Stock,12.28,679878272.0,infrastructure,B,12,R3: ranked below R4 cut (composite need+financial score)
TGLS,Tecnoglass Holdings Inc. Common Stock,40.41,1792774144.0,infrastructure,A,19,R3: ranked below R4 cut (composite need+financial score)
DRTTF,DIRTT ENVIRONMENTAL SOLUTIONS LTD,0.6,116599560.0,infrastructure,B,16,R3: ranked below R4 cut (composite need+financial score)
SRTMF,SRT Marine Systems plc,1.22,333074816.0,infrastructure,B,17,R3: ranked below R4 cut (composite need+financial score)
TSMCF,Tesmec S.p.A.,0.47,282821728.0,infrastructure,B,19,R3: ranked below R4 cut (composite need+financial score)
MASS,908 Devices Inc. Common Stock,11.0,454670755.0,infrastructure,B,10,R3: ranked below R4 cut (composite need+financial score)
OWLT,Owlet Inc. Class A Common Stock,5.2,151952704.0,infrastructure,B,20,R3: ranked below R4 cut (composite need+financial score)
CLFD,Clearfield Inc. Common Stock,29.45,400047475.0,infrastructure,B,10,R3: ranked below R4 cut (composite need+financial score)
AIOT,PowerFleet Inc. Common Stock,2.94,394624199.0,infrastructure,B,10,R3: ranked below R4 cut (composite need+financial score)
RELL,Richardson Electronics Ltd. Common Stock,16.87,250759358.0,infrastructure,B,10,R3: ranked below R4 cut (composite need+financial score)
SMOPF,Smartoptics Group ASA,5.03,493168992.0,infrastructure,B,24,R3: ranked below R4 cut (composite need+financial score)
LSRBF,LaserBond Limited,0.45,53359948.0,infrastructure,B,20,R3: ranked below R4 cut (composite need+financial score)
EKNPF,EKINOPS S.A.,3.35,90467320.0,infrastructure,B,17,R3: ranked below R4 cut (composite need+financial score)
AATC,AUTOSCOPE TECHNOLOGIES CORP,5.75,31709422.0,infrastructure,B,14,R3: ranked below R4 cut (composite need+financial score)
HYPRF,HydrogenPro ASA,0.20075,27781256.0,infrastructure,B,16,R3: ranked below R4 cut (composite need+financial score)
LCRXF,LACROIX Group SA,10.1,47433188.0,infrastructure,B,13,R3: ranked below R4 cut (composite need+financial score)
FSTJ,First America Resources Corp,0.42,36944916.0,infrastructure,B,22,R3: ranked below R4 cut (composite need+financial score)
AYI,Acuity Inc. Common Stock,339.95,10176589203.0,shelter,B,10,R3: ranked below R4 cut (composite need+financial score)
ARSTY,Ariston Holding N.V./ADR,15.865,5830545408.0,shelter,A,17,R3: ranked below R4 cut (composite need+financial score)
BTDPY,Barratt Developments PLC/ADR,8.72,6047179264.0,shelter,B,16,R3: ranked below R4 cut (composite need+financial score)
BTDPF,Barratt Redrow plc,4.15,5755915776.0,shelter,B,16,R3: ranked below R4 cut (composite need+financial score)
BLHWF,BELIMO Holding AG,1200.0,14759962624.0,shelter,A,22,R3: ranked below R4 cut (composite need+financial score)
BLWYF,Bellway p.l.c.,35.5,3981264896.0,shelter,B,16,R3: ranked below R4 cut (composite need+financial score)
BKGFF,The Berkeley Group Holdings plc,50.67,4624384000.0,shelter,B,11,R3: ranked below R4 cut (composite need+financial score)
CVCO,Cavco Industries Inc. Common Stock When Issued,587.76,4519522816.0,shelter,A,17,R3: ranked below R4 cut (composite need+financial score)
SKY,Champion Homes Inc. Common Stock,91.74,4979659776.0,shelter,A,14,R3: ranked below R4 cut (composite need+financial score)
DRMKY,dormakaba Holding AG,13.53,2875246080.0,shelter,B,13,R3: ranked below R4 cut (composite need+financial score)
ECG,Everus Construction Group Inc. Common Stock,118.07,6026482688.0,shelter,B,20,R3: ranked below R4 cut (composite need+financial score)
GBERY,Geberit AG,72.69,23521320960.0,shelter,A,20,R3: ranked below R4 cut (composite need+financial score)
HSSKY,HASEKO Corporation,17.86,4730337792.0,shelter,B,12,R3: ranked below R4 cut (composite need+financial score)
IBP,Installed Building Products Inc. Common Stock,246.98,6564524544.0,shelter,A,16,R3: ranked below R4 cut (composite need+financial score)
KGSPY,Kingspan Group plc,119.375,21483474944.0,shelter,A,17,R3: ranked below R4 cut (composite need+financial score)
JSGRY,LIXIL Corporation,21.0,3019727104.0,shelter,B,11,R3: ranked below R4 cut (composite need+financial score)
MTH,Meritage Homes Corporation Common Stock,73.44,4786385408.0,shelter,B,11,R3: ranked below R4 cut (composite need+financial score)
PSMMY,Persimmon Plc,32.32,5189015040.0,shelter,B,10,R3: ranked below R4 cut (composite need+financial score)
SMFRF,"Sumitomo Forestry Co., Ltd.",8.59,5267231744.0,shelter,B,15,R3: ranked below R4 cut (composite need+financial score)
TOTDF,TOTO LTD.,43.74,7193152512.0,shelter,A,12,R3: ranked below R4 cut (composite need+financial score)
ACXIF,"Acciona, S.A.",248.89,13242061824.0,shelter,A,15,R3: ranked below R4 cut (composite need+financial score)
AEGXF,Aecon Group Inc.,31.08,2129897728.0,shelter,B,20,R3: ranked below R4 cut (composite need+financial score)
APG,APi Group Corporation Common Stock,40.38,17450633216.0,shelter,B,21,R3: ranked below R4 cut (composite need+financial score)
ARCAY,Arcadis NV,49.73,4237304320.0,shelter,B,13,R3: ranked below R4 cut (composite need+financial score)
AGX,Argan Inc. Common Stock,450.46,6315109888.0,shelter,B,21,R3: ranked below R4 cut (composite need+financial score)
SNCAF,AtkinsRéalis Group Inc.,60.88,9742874624.0,shelter,B,16,R3: ranked below R4 cut (composite need+financial score)
BW,Babcock & Wilcox Enterprises Inc. Common Stock,7.83,1166396544.0,shelter,B,21,R3: ranked below R4 cut (composite need+financial score)
BRVDF,Bravida Holding AB (publ),13.4,2732735744.0,shelter,B,16,R3: ranked below R4 cut (composite need+financial score)
FIX,Comfort Systems USA Inc. Common Stock,1561.96,54972129280.0,shelter,A,14,R3: ranked below R4 cut (composite need+financial score)
CRH,CRH PLC Ordinary Shares,96.2,64000364544.0,shelter,B,19,R3: ranked below R4 cut (composite need+financial score)
DEMGF,DEME Group NV,181.01,4561086464.0,shelter,B,13,R3: ranked below R4 cut (composite need+financial score)
ELNRF,"Elecnor, S.A.",36.77,3114211840.0,shelter,B,14,R3: ranked below R4 cut (composite need+financial score)
EME,EMCOR Group Inc. Common Stock,739.87,32635590656.0,shelter,A,19,R3: ranked below R4 cut (composite need+financial score)
HSHPF,Hill & Smith PLC,39.78,3101446400.0,shelter,A,19,R3: ranked below R4 cut (composite need+financial score)
HCMLY,Holcim AG,17.75,49089855488.0,shelter,B,16,R3: ranked below R4 cut (composite need+financial score)
IESC,IES Holdings Inc. Common Stock,313.23,12481812480.0,shelter,B,21,R3: ranked below R4 cut (composite need+financial score)
JHX,James Hardie Industries plc. Ordinary Shares,30.34,17613051904.0,shelter,A,23,R3: ranked below R4 cut (composite need+financial score)
KTITF,"KATITAS CO., Ltd.",10.67,835051136.0,shelter,A,17,R3: ranked below R4 cut (composite need+financial score)
KLRGF,Keller Group plc,40.65,2757004032.0,shelter,B,16,R3: ranked below R4 cut (composite need+financial score)
LTOUF,Larsen & Toubro Limited,42.95,59093450752.0,shelter,B,15,R3: ranked below R4 cut (composite need+financial score)
LGN,Legence Corp. Class A Common stock,57.26,9406955520.0,shelter,A,21,R3: ranked below R4 cut (composite need+financial score)
LGIH,LGI Homes Inc. Common Stock,59.07,1373275392.0,shelter,B,17,R3: ranked below R4 cut (composite need+financial score)
LYTS,LSI Industries Inc. Common Stock,20.65,758111104.0,shelter,B,17,R3: ranked below R4 cut (composite need+financial score)
NRTZF,Noritz Corporation,11.4729,523980544.0,shelter,B,17,R3: ranked below R4 cut (composite need+financial score)
OPMXF,"Operadora de Sites Mexicanos, S.A.B. de C.V.",1.04,3029564672.0,shelter,B,12,R3: ranked below R4 cut (composite need+financial score)
PWR,Quanta Services Inc. Common Stock,603.78,90774339584.0,shelter,A,20,R3: ranked below R4 cut (composite need+financial score)
SYRVF,"Sacyr, S.A.",3.0,2385393152.0,shelter,B,17,R3: ranked below R4 cut (composite need+financial score)
SPIWF,SPIE SA,52.9,8936133632.0,shelter,B,13,R3: ranked below R4 cut (composite need+financial score)
WBRBY,Wienerberger AG,4.49,2456220928.0,shelter,B,21,R3: ranked below R4 cut (composite need+financial score)
WSPOF,WSP Global Inc.,139.95,19007242240.0,shelter,B,19,R3: ranked below R4 cut (composite need+financial score)
AMRC,Ameresco Inc. Class A Common Stock,22.07,1171171328.0,shelter,A,8,R3: ranked below R4 cut (composite need+financial score)
ASYTF,Assystem S.A.,35.3,523717312.0,shelter,B,17,R3: ranked below R4 cut (composite need+financial score)
BWMN,Bowman Consulting Group Ltd. Common Stock,42.53,737204480.0,shelter,B,22,R3: ranked below R4 cut (composite need+financial score)
FDVWF,Friedrich Vorwerk Group SE,97.25,1944999936.0,shelter,A,22,R3: ranked below R4 cut (composite need+financial score)
RNWHF,Renew Holdings plc,11.05,874756800.0,shelter,B,16,R3: ranked below R4 cut (composite need+financial score)
YGWAF,Yokogawa Bridge Holdings Corp.,19.0,747772800.0,shelter,B,14,R3: ranked below R4 cut (composite need+financial score)
CNRFF,"Consorcio ARA, S. A. B. de C. V.",0.25,303795712.0,shelter,B,17,R3: ranked below R4 cut (composite need+financial score)
GWAXY,GWA Group Limited,6.58,418460896.0,shelter,B,13,R3: ranked below R4 cut (composite need+financial score)
OESX,Orion Energy Systems Inc. Common Stock,25.02,102313936.0,shelter,A,17,R3: ranked below R4 cut (composite need+financial score)
SDHC,Smith Douglas Homes Corp. Class A Common Stock,12.42,104234648.0,shelter,B,19,R3: ranked below R4 cut (composite need+financial score)
AASLF,"Asia Air Survey Co., Ltd.",7.41,134851136.0,shelter,B,15,R3: ranked below R4 cut (composite need+financial score)
BRAGF,BAUER Aktiengesellschaft,6.1,262528624.0,shelter,B,14,R3: ranked below R4 cut (composite need+financial score)
DURCF,Duratec Limited,1.89,487922880.0,shelter,B,11,R3: ranked below R4 cut (composite need+financial score)
